id,session_time_ms,race_time_ms,filename,soc,drive_torque,steer_angle,status,pos_z,pos_x,yaw,pos_y,error_code
81,0,0,frame_000081.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004349,999
82,49,0,frame_000082.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004349,999
83,109,0,frame_000083.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004349,999
84,164,0,frame_000084.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004349,999
85,225,0,frame_000085.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
86,279,0,frame_000086.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
87,334,0,frame_000087.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
88,394,0,frame_000088.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
89,449,0,frame_000089.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
90,497,0,frame_000090.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
91,552,0,frame_000091.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
92,606,0,frame_000092.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
93,661,0,frame_000093.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
94,709,0,frame_000094.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
95,764,0,frame_000095.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
96,825,0,frame_000096.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
97,879,0,frame_000097.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
98,934,0,frame_000098.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
99,988,0,frame_000099.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
100,1043,0,frame_000100.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
101,1097,0,frame_000101.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
102,1152,0,frame_000102.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
103,1206,0,frame_000103.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
104,1261,0,frame_000104.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
105,1315,0,frame_000105.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
106,1364,0,frame_000106.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
107,1425,0,frame_000107.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
108,1479,0,frame_000108.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
109,1540,0,frame_000109.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
110,1594,0,frame_000110.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
111,1649,0,frame_000111.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
112,1703,0,frame_000112.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
113,1752,0,frame_000113.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
114,1806,0,frame_000114.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
115,1861,0,frame_000115.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
116,1909,0,frame_000116.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
117,1970,0,frame_000117.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
118,2019,0,frame_000118.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
119,2073,0,frame_000119.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
120,2128,0,frame_000120.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
121,2176,0,frame_000121.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
122,2237,0,frame_000122.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
123,2291,0,frame_000123.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
124,2346,0,frame_000124.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
125,2394,0,frame_000125.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
126,2455,0,frame_000126.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
127,2509,0,frame_000127.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
128,2564,0,frame_000128.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
129,2618,0,frame_000129.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
