id,session_time_ms,race_time_ms,filename,soc,drive_torque,steer_angle,status,pos_z,pos_x,yaw,pos_y,error_code
33,0,0,frame_000033.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004043,999
34,50,0,frame_000034.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004068,999
35,111,0,frame_000035.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004096,999
36,160,0,frame_000036.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004117,999
37,215,0,frame_000037.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004138,999
38,265,0,frame_000038.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004155,999
39,317,0,frame_000039.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004172,999
40,368,0,frame_000040.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004187,999
41,418,0,frame_000041.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004200,999
42,469,0,frame_000042.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004213,999
43,522,0,frame_000043.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004225,999
44,575,0,frame_000044.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004236,999
45,627,0,frame_000045.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004245,999
46,679,0,frame_000046.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004254,999
47,730,0,frame_000047.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004262,999
48,785,0,frame_000048.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004270,999
49,841,0,frame_000049.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004278,999
50,891,0,frame_000050.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004284,999
51,947,0,frame_000051.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004290,999
52,1000,0,frame_000052.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004295,999
53,1050,0,frame_000053.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004300,999
54,1103,0,frame_000054.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004304,999
55,1155,0,frame_000055.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004308,999
56,1207,0,frame_000056.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004312,999
57,1261,0,frame_000057.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004315,999
58,1314,0,frame_000058.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004319,999
59,1362,0,frame_000059.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004321,999
60,1558,0,frame_000060.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004330,999
61,1610,0,frame_000061.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004332,999
62,1660,0,frame_000062.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004333,999
63,1712,0,frame_000063.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004335,999
64,1763,0,frame_000064.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004336,999
65,1813,0,frame_000065.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004337,999
