id,session_time_ms,race_time_ms,filename,soc,drive_torque,steer_angle,status,pos_z,pos_x,yaw,pos_y,error_code
80,0,0,frame_000080.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004349,999
81,55,0,frame_000081.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004349,999
82,115,0,frame_000082.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004349,999
83,170,0,frame_000083.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
84,224,0,frame_000084.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
85,279,0,frame_000085.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
86,333,0,frame_000086.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
87,388,0,frame_000087.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
88,442,0,frame_000088.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
89,497,0,frame_000089.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
90,552,0,frame_000090.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004350,999
91,600,0,frame_000091.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
92,661,0,frame_000092.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
93,715,0,frame_000093.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
94,770,0,frame_000094.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
95,824,0,frame_000095.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
96,885,0,frame_000096.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
97,945,0,frame_000097.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
98,1000,0,frame_000098.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
99,1055,0,frame_000099.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
100,1109,0,frame_000100.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
101,1164,0,frame_000101.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
102,1218,0,frame_000102.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
103,1267,0,frame_000103.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
104,1327,0,frame_000104.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
105,1382,0,frame_000105.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
106,1436,0,frame_000106.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
107,1485,0,frame_000107.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
108,1545,0,frame_000108.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
109,1594,0,frame_000109.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
110,1642,0,frame_000110.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
111,1697,0,frame_000111.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
112,1751,0,frame_000112.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
113,1812,0,frame_000113.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
114,1867,0,frame_000114.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
115,1921,0,frame_000115.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
116,1982,0,frame_000116.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
117,2036,0,frame_000117.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
118,2097,0,frame_000118.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
119,2151,0,frame_000119.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
120,2206,0,frame_000120.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
121,2260,0,frame_000121.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
122,2309,0,frame_000122.jpg,1.000,0.000,0.000,StartSequence,-0.100000,-0.353001,0.000,0.004351,999
