id,session_time_ms,race_time_ms,filename,soc,drive_torque,steer_angle,status,pos_z,pos_x,yaw,pos_y,error_code
43,0,0,frame_000043.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700000,0.000,0.003000,999
44,61,0,frame_000044.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700000,0.000,-0.000073,999
45,115,0,frame_000045.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.000010,999
46,170,0,frame_000046.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.000088,999
47,224,0,frame_000047.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.000333,999
48,279,0,frame_000048.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.000652,999
49,333,0,frame_000049.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.000968,999
50,388,0,frame_000050.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.001265,999
51,442,0,frame_000051.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.001538,999
52,497,0,frame_000052.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.001787,999
53,552,0,frame_000053.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.002014,999
54,606,0,frame_000054.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.002221,999
55,661,0,frame_000055.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.002410,999
56,715,0,frame_000056.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700001,0.000,0.002582,999
57,770,0,frame_000057.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700001,0.000,0.002739,999
58,824,0,frame_000058.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.002882,999
59,879,0,frame_000059.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.003012,999
60,933,0,frame_000060.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.003130,999
61,988,0,frame_000061.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.003239,999
62,1042,0,frame_000062.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.003337,999
63,1097,0,frame_000063.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.700000,0.000,0.003427,999
64,1152,0,frame_000064.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003509,999
65,1206,0,frame_000065.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003584,999
66,1261,0,frame_000066.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003652,999
67,1315,0,frame_000067.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003714,999
68,1370,0,frame_000068.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003770,999
69,1424,0,frame_000069.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003822,999
70,1479,0,frame_000070.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.003869,999
71,1533,0,frame_000071.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.003912,999
72,1588,0,frame_000072.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.003951,999
73,1642,0,frame_000073.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.003986,999
74,1697,0,frame_000074.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.004018,999
75,1752,0,frame_000075.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.004048,999
76,1806,0,frame_000076.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.004075,999
77,1861,0,frame_000077.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.004099,999
78,1915,0,frame_000078.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004122,999
79,1970,0,frame_000079.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004142,999
80,2024,0,frame_000080.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004161,999
81,2079,0,frame_000081.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004178,999
82,2133,0,frame_000082.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004193,999
83,2188,0,frame_000083.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004207,999
84,2242,0,frame_000084.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004220,999
85,2297,0,frame_000085.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004231,999
86,2352,0,frame_000086.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004242,999
87,2406,0,frame_000087.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004252,999
88,2461,0,frame_000088.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004261,999
89,2515,0,frame_000089.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004269,999
90,2570,0,frame_000090.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004276,999
91,2624,0,frame_000091.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004283,999
92,2679,0,frame_000092.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004289,999
93,2733,0,frame_000093.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004294,999
94,2788,0,frame_000094.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004299,999
95,2842,0,frame_000095.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004304,999
96,2897,0,frame_000096.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004308,999
97,2951,0,frame_000097.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004312,999
98,3006,0,frame_000098.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004316,999
99,3061,0,frame_000099.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004319,999
100,3115,0,frame_000100.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004322,999
101,3170,0,frame_000101.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004324,999
102,3224,0,frame_000102.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004327,999
103,3279,0,frame_000103.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004329,999
104,3333,0,frame_000104.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004331,999
105,3388,0,frame_000105.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004333,999
106,3442,0,frame_000106.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004334,999
107,3497,0,frame_000107.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004336,999
108,3551,0,frame_000108.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004337,999
109,3606,0,frame_000109.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004339,999
110,3661,0,frame_000110.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004340,999
111,3715,0,frame_000111.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004341,999
112,3770,0,frame_000112.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004342,999
113,3824,0,frame_000113.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004343,999
114,3879,0,frame_000114.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004343,999
115,3933,0,frame_000115.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004344,999
116,3988,0,frame_000116.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004345,999
117,4042,24,frame_000117.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.699998,0.000,0.004345,999
118,4097,79,frame_000118.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.699998,0.000,0.004346,999
119,4151,133,frame_000119.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.699998,0.000,0.004346,999
120,4206,188,frame_000120.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.699998,0.000,0.004347,999
121,4261,242,frame_000121.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.699998,0.000,0.004347,999
122,4315,297,frame_000122.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.699998,0.000,0.004348,999
123,4370,352,frame_000123.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.699998,0.000,0.004348,999
124,4424,406,frame_000124.jpg,1.000,0.250,0.000,Lap0,0.005634,-0.699998,0.000,0.004348,999
125,4479,461,frame_000125.jpg,1.000,0.500,0.000,Lap0,0.022278,-0.699998,0.000,0.004348,999
126,4533,515,frame_000126.jpg,1.000,0.750,0.000,Lap0,0.053684,-0.699998,0.000,0.004349,999
127,4588,570,frame_000127.jpg,1.000,1.000,0.000,Lap0,0.099587,-0.699998,0.000,0.004348,999
128,4642,624,frame_000128.jpg,1.000,1.000,0.000,Lap0,0.158694,-0.699998,0.000,0.004347,999
129,4697,679,frame_000129.jpg,0.999,1.000,0.000,Lap0,0.223707,-0.699998,0.000,0.004345,999
130,4751,733,frame_000130.jpg,0.999,1.000,0.000,Lap0,0.291031,-0.699998,0.000,0.004342,999
131,4806,788,frame_000131.jpg,0.999,1.000,0.000,Lap0,0.359784,-0.699998,0.000,0.004711,999
132,4861,842,frame_000132.jpg,0.999,1.000,0.000,Lap0,0.431136,-0.699998,0.000,0.005364,999
133,4915,897,frame_000133.jpg,0.999,1.000,0.000,Lap0,0.508345,-0.699998,-0.002,0.007223,999
134,4970,952,frame_000134.jpg,0.999,1.000,0.000,Lap0,0.587773,-0.699933,0.182,0.004980,999
135,5024,1006,frame_000135.jpg,0.999,1.000,0.000,Lap0,0.659782,-0.699720,0.179,0.004773,999
136,5079,1061,frame_000136.jpg,0.999,1.000,0.000,Lap0,0.730316,-0.699525,0.060,0.004365,999
137,5133,1115,frame_000137.jpg,0.998,1.000,0.000,Lap0,0.801396,-0.699493,-0.158,0.005630,999
138,5188,1170,frame_000138.jpg,0.998,1.000,0.000,Lap0,0.873418,-0.699757,-0.457,0.005137,999
139,5242,1224,frame_000139.jpg,0.998,1.000,0.000,Lap0,0.945925,-0.700381,-0.620,0.005022,999
140,5297,1279,frame_000140.jpg,0.998,1.000,0.000,Lap0,1.022305,-0.701219,-0.697,0.005970,999
141,5351,1333,frame_000141.jpg,0.998,1.000,0.000,Lap0,1.096669,-0.702244,-1.012,0.006153,999
142,5406,1388,frame_000142.jpg,0.998,1.000,0.000,Lap0,1.168916,-0.703533,-1.130,0.004694,999
143,5461,1442,frame_000143.jpg,0.998,1.000,0.000,Lap0,1.239192,-0.704890,-1.066,0.005777,999
144,5515,1497,frame_000144.jpg,0.998,1.000,0.000,Lap0,1.311159,-0.706197,-0.876,0.005366,999
145,5570,1552,frame_000145.jpg,0.998,1.000,0.000,Lap0,1.382902,-0.707254,-0.723,0.004741,999
146,5624,1606,frame_000146.jpg,0.997,1.000,0.000,Lap0,1.455338,-0.708163,-0.671,0.006201,999
147,5679,1661,frame_000147.jpg,0.997,1.000,0.000,Lap0,1.529627,-0.708981,-0.563,0.004805,999
148,5733,1715,frame_000148.jpg,0.997,1.000,0.000,Lap0,1.601517,-0.709661,-0.479,0.006234,999
149,5788,1770,frame_000149.jpg,0.997,1.000,0.000,Lap0,1.675492,-0.710271,-0.441,0.005033,999
150,5842,1824,frame_000150.jpg,0.997,1.000,0.100,Lap0,1.746938,-0.709745,-0.225,0.006429,999
151,5897,1879,frame_000151.jpg,0.997,0.000,0.200,Lap0,1.808658,-0.707726,0.593,0.005250,999
152,5951,1933,frame_000152.jpg,0.997,0.000,0.400,Lap0,1.833676,-0.703689,2.408,0.004151,999
153,6006,1988,frame_000153.jpg,0.997,0.000,0.500,Lap0,1.843194,-0.700945,4.372,0.003829,999
154,6061,2042,frame_000154.jpg,0.997,0.250,0.524,Lap0,1.847724,-0.699865,5.069,0.003778,999
