id,session_time_ms,race_time_ms,filename,soc,drive_torque,steer_angle,status,pos_z,pos_x,yaw,pos_y,error_code
78,0,0,frame_000078.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004348,999
79,55,0,frame_000079.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004348,999
80,109,0,frame_000080.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004349,999
81,164,0,frame_000081.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004349,999
82,218,0,frame_000082.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004349,999
83,273,0,frame_000083.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004349,999
84,327,0,frame_000084.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004349,999
85,382,0,frame_000085.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004350,999
86,436,0,frame_000086.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004350,999
87,491,0,frame_000087.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004350,999
88,545,0,frame_000088.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004350,999
89,600,0,frame_000089.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004350,999
90,654,0,frame_000090.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004350,999
91,709,0,frame_000091.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004350,999
92,758,0,frame_000092.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
93,812,0,frame_000093.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
94,867,0,frame_000094.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
95,927,0,frame_000095.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
96,982,0,frame_000096.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
97,1030,0,frame_000097.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
98,1079,0,frame_000098.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
99,1133,0,frame_000099.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
100,1188,0,frame_000100.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
101,1249,0,frame_000101.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
102,1303,0,frame_000102.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
103,1358,0,frame_000103.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
104,1412,0,frame_000104.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
105,1473,0,frame_000105.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
106,1527,0,frame_000106.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
107,1588,0,frame_000107.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
108,1642,0,frame_000108.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
109,1697,0,frame_000109.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
110,1746,0,frame_000110.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
111,1806,0,frame_000111.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
112,1861,0,frame_000112.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
113,1915,0,frame_000113.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
114,1970,0,frame_000114.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
115,2024,0,frame_000115.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
116,2085,0,frame_000116.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
117,2139,0,frame_000117.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
118,2194,0,frame_000118.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
119,2243,0,frame_000119.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
120,2297,0,frame_000120.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
121,2352,0,frame_000121.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
122,2412,0,frame_000122.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
123,2467,0,frame_000123.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
124,2521,0,frame_000124.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
125,2576,0,frame_000125.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
126,2624,0,frame_000126.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
127,2679,0,frame_000127.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
128,2733,0,frame_000128.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
129,2794,0,frame_000129.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
130,2849,0,frame_000130.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
131,2903,0,frame_000131.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
132,2958,0,frame_000132.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
133,3012,0,frame_000133.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
134,3067,0,frame_000134.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
135,3127,0,frame_000135.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
136,3182,0,frame_000136.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
137,3230,0,frame_000137.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
138,3285,0,frame_000138.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
139,3339,0,frame_000139.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
140,3394,0,frame_000140.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
141,3448,0,frame_000141.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
142,3503,0,frame_000142.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
143,3557,0,frame_000143.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
144,3612,0,frame_000144.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
145,3673,0,frame_000145.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
146,3727,0,frame_000146.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
147,3776,0,frame_000147.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
148,3830,0,frame_000148.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
149,3885,0,frame_000149.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
150,3939,0,frame_000150.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
151,3994,0,frame_000151.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700003,0.000,0.004351,999
152,4049,42,frame_000152.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
153,4103,97,frame_000153.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
154,4158,152,frame_000154.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
155,4212,206,frame_000155.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
156,4267,261,frame_000156.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
157,4321,315,frame_000157.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
158,4376,370,frame_000158.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
159,4430,424,frame_000159.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
160,4479,473,frame_000160.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
161,4539,533,frame_000161.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
162,4594,588,frame_000162.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
163,4649,642,frame_000163.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
164,4703,697,frame_000164.jpg,1.000,0.000,0.000,Lap0,0.000000,-0.700003,0.000,0.004351,999
165,4752,745,frame_000165.jpg,1.000,0.250,0.000,Lap0,0.001546,-0.700003,0.000,0.004351,999
166,4806,800,frame_000166.jpg,1.000,0.500,0.000,Lap0,0.015819,-0.700003,0.000,0.004351,999
167,4861,855,frame_000167.jpg,1.000,0.500,0.000,Lap0,0.043463,-0.700003,0.000,0.004351,999
168,4915,909,frame_000168.jpg,1.000,0.750,0.000,Lap0,0.080105,-0.700003,0.000,0.004351,999
169,4976,970,frame_000169.jpg,1.000,1.000,0.000,Lap0,0.135809,-0.700003,0.000,0.004350,999
170,5036,1030,frame_000170.jpg,1.000,1.000,0.000,Lap0,0.204523,-0.700003,0.000,0.004348,999
171,5091,1085,frame_000171.jpg,0.999,1.000,0.000,Lap0,0.270790,-0.700003,0.000,0.004345,999
172,5145,1139,frame_000172.jpg,0.999,1.000,0.000,Lap0,0.338782,-0.700003,0.000,0.004515,999
173,5194,1188,frame_000173.jpg,0.999,1.000,0.000,Lap0,0.401238,-0.700003,0.000,0.005335,999
174,5249,1242,frame_000174.jpg,0.999,1.000,0.000,Lap0,0.475565,-0.700003,0.000,0.005441,999
175,5297,1291,frame_000175.jpg,0.999,1.000,0.000,Lap0,0.546489,-0.700001,0.002,0.006634,999
176,5352,1345,frame_000176.jpg,0.999,1.000,0.000,Lap0,0.622942,-0.700009,-0.030,0.005553,999
177,5406,1400,frame_000177.jpg,0.999,1.000,0.000,Lap0,0.694231,-0.700044,-0.047,0.004548,999
178,5461,1455,frame_000178.jpg,0.999,1.000,0.000,Lap0,0.763941,-0.700101,-0.054,0.004111,999
